protein_id,protein_st19_cis_h2,protein_st19_trans_h2,protein_st19_all_pqtl_h2,protein_st19_polygenic_h2,protein_st19_total_h2,protein_st19_cis_h2_fraction,protein_st19_trans_h2_fraction,protein_hpa_has_match,protein_hpa_rna_tissue_prior,protein_hpa_protein_tissue_prior,protein_hpa_tissue_prior,protein_hpa_is_secreted,protein_hpa_is_membrane
MFAP4:P55083:OID30598:v1,0.0348123021097138,0.0219290232610205,0.0567413253707343,0.1153,0.172041325370734,0.202348488275687,0.127463696375073,1.0,0.865,0.865,0.865,1.0,0.0
GSTA1:P08263:OID20166:v1,0.0567105042249152,0.0145283929381461,0.0712388971630613,0.1007,0.171938897163061,0.329829405449383,0.0844974184309668,1.0,0.865,0.9325,0.9325,0.0,0.0
GP1BB:P13224:OID30174:v1,0.00805629566506279,0.0654812011153681,0.0735374967804309,0.0982,0.17173749678043,0.0469105222569005,0.381286570160544,1.0,0.7034244586024185,1.0,1.0,0.0,1.0
COL6A3:P12111:OID20292:v1,0.00581756704731216,0.00389527965490164,0.00971284670221381,0.162,0.171712846702213,0.0338796261260582,0.0226848469972481,1.0,0.8379123742955021,0.865,0.865,1.0,0.0
CTHRC1:Q96CG8:OID30393:v1,0.0173219529632842,0.00255943002909764,0.0198813829923818,0.1518,0.171681382992381,0.100895930946996,0.0149080231326608,1.0,0.7937791076117379,0.9325,0.9325,1.0,0.0
CKB:P12277:OID30400:v1,0.0,0.00834377180013076,0.00834377180013076,0.1631,0.17144377180013,0.0,0.0486676868603774,1.0,0.865,0.865,0.865,0.0,0.0
APOF:Q13790:OID30701:v1,0.0224702177392253,0.0185705152767409,0.0410407330159663,0.1302,0.171240733015966,0.131220051114417,0.108446833587248,1.0,0.972742326081818,0.865,0.972742326081818,1.0,0.0
WFDC2:Q14508:OID21505:v1,0.00756752310749828,0.00360665604348489,0.0111741791509831,0.1599,0.171074179150983,0.044235331977361,0.0210824103402641,1.0,0.865,0.35,0.865,1.0,0.0
MMP9:P14780:OID21103:v1,0.0100217258140896,0.043979349121257,0.0540010749353467,0.1164,0.170401074935346,0.0588125739106523,0.258093143707829,1.0,0.7410703449982782,1.0,1.0,1.0,0.0
CCN5:O76076:OID21068:v1,0.0525370621313599,0.00107976820592969,0.0536168303372896,0.1167,0.170316830337289,0.308466650226623,0.00633976221722399,1.0,0.8620877858957441,0.9325,0.9325,1.0,0.0
HPSE:Q9Y251:OID30409:v1,0.0191662591062695,0.0320302449845202,0.0511965040907898,0.1191,0.170296504090789,0.112546403747968,0.188085158621013,1.0,0.5525,0.9325,0.9325,1.0,0.0
CHRDL2:Q6WN34:OID20223:v1,0.0593107116733068,0.0123970830758637,0.0717077947491705,0.0985,0.17020779474917,0.34846060816845,0.0728349902784001,1.0,0.8033740957392914,0.35,0.8033740957392914,1.0,0.0
FLT1:P17948:OID21301:v1,0.00372586065717542,0.0926797584803243,0.0964056191374997,0.0738,0.170205619137499,0.0218903504834673,0.544516443992683,1.0,0.7977261025578486,1.0,1.0,1.0,1.0
CAPS:Q13938:OID31126:v1,0.0311097562509147,0.032413969182299,0.0635237254332137,0.1066,0.170123725433213,0.182865477297154,0.190531738590594,1.0,0.8316125341440619,1.0,1.0,0.0,0.0
ACY1:Q03154:OID20137:v1,0.0295911181484091,0.00462018950450382,0.0342113076529129,0.1357,0.169911307652912,0.174156261623602,0.0271917718033324,1.0,0.7151749298947608,0.9325,0.9325,0.0,0.0
SAA4:P35542:OID30726:v1,0.147102290313422,0.00205261901220282,0.149154909325625,0.02,0.169154909325625,0.869630629698418,0.0121345518163561,1.0,1.0,0.5525,1.0,1.0,0.0
TTR:P02766:OID30782:v1,0.0118155411107987,0.0222531922680277,0.0340687333788264,0.1349,0.168968733378826,0.0699273816790018,0.131700059668058,1.0,0.9196293232171072,0.5025,0.9196293232171072,1.0,0.0
PZP:P20742:OID30730:v1,0.0891486088935623,0.0037174896187464,0.0928660985123087,0.0758,0.168666098512308,0.528550845012025,0.0220405265286616,1.0,0.8717657369688964,1.0,1.0,1.0,0.0
HSPB6:O14558:OID21408:v1,0.0,0.0105538305016287,0.0105538305016287,0.1581,0.168653830501628,0.0,0.0625768799335207,1.0,0.865,1.0,1.0,0.0,0.0
FGA:P02671:OID30788:v1,0.0238768495881022,0.00451872695416474,0.028395576542267,0.1401,0.168495576542267,0.141706091507469,0.0268180746752792,1.0,1.0,0.5025,1.0,1.0,0.0
APOA2:P02652:OID30686:v1,0.00219189297474951,0.0317380920585702,0.0339299850333197,0.1345,0.168429985033319,0.0130136743425816,0.188434927737431,1.0,1.0,0.5025,1.0,1.0,0.0
IGFBP6:P24592:OID20413:v1,0.00497955728216564,0.00409547013023464,0.00907502741240029,0.1591,0.1681750274124,0.0296093739884146,0.0243524273089113,1.0,0.8580627882951233,0.865,0.865,1.0,0.0
LY96:Q9Y6Y9:OID20945:v1,0.00565956700731146,0.0391672495422131,0.0448268165495246,0.1229,0.167726816549524,0.033742767696544,0.233518112058415,1.0,0.7846616585017971,0.9325,0.9325,1.0,0.0
CDHR1:Q96JP9:OID20808:v1,0.061914428027537,0.00804558712950385,0.0699600151570408,0.0973,0.16726001515704,0.370168733808886,0.048102274305965,1.0,0.6827377683374527,0.35,0.6827377683374527,0.0,1.0
SPRR3:Q9UBC9:OID31131:v1,0.0425136761607485,0.00557034701887776,0.0480840231796263,0.1191,0.167184023179626,0.254292697066339,0.03331865637001,1.0,0.865,0.865,0.865,0.0,0.0
LHPP:Q9H008:OID20749:v1,0.140975267938307,0.0,0.140975267938307,0.0261,0.167075267938307,0.843782982831202,0.0,,,,,,
NAGA:P17050:OID30509:v1,0.0324612789299905,0.0335092844006447,0.0659705633306353,0.101,0.166970563330635,0.19441318447079,0.200689772689391,1.0,0.5025,0.5025,0.5025,0.0,0.0
ERN1:O75460:OID31391:v1,0.0286595289773339,0.0414579370139142,0.0701174659912482,0.0967,0.166817465991248,0.171801728356415,0.248522759697652,1.0,0.7853945780739345,1.0,1.0,0.0,1.0
HRC:P23327:OID30211:v1,0.0160802323239594,0.0149832226615161,0.0310634549854755,0.1356,0.166663454985475,0.0964832531844539,0.0899010683705187,1.0,0.8218075924999486,1.0,1.0,0.0,0.0
TIMP1:P01033:OID20418:v1,0.00722796693960844,0.0177719663131736,0.0249999332527821,0.1413,0.166299933252782,0.043463438608972,0.106866947962989,1.0,0.865,0.865,0.865,1.0,0.0
DIPK2B:Q9H7Y0:OID30582:v1,0.0194671818120334,0.0358633972459989,0.0553305790580324,0.1108,0.166130579058032,0.117180003358883,0.21587475014742,1.0,0.5525,0.35,0.5525,1.0,0.0
YAP1:P46937:OID31113:v1,0.00200527225339033,0.0291077492350587,0.031113021488449,0.135,0.166113021488449,0.0120717342651537,0.175228582167971,1.0,0.5525,0.5525,0.5525,0.0,0.0
PROK1:P58294:OID20543:v1,0.0942342598382672,0.00236350077927405,0.0965977606175412,0.0691,0.165697760617541,0.568711728432926,0.0142639271071949,1.0,0.8171678893043689,0.35,0.8171678893043689,1.0,0.0
SEMA3F:Q13275:OID20186:v1,0.024342864808678,0.0162427149901875,0.0405855797988655,0.1251,0.165685579798865,0.14692204860694,0.0980333654256779,1.0,0.7974919137431025,0.9325,0.9325,1.0,0.0
ITGA6:P23229:OID20528:v1,0.0327562374676622,0.0363601390571658,0.069116376524828,0.096,0.165116376524828,0.198382729545526,0.2202091629094,1.0,0.5025,0.5025,0.5025,0.0,1.0
CRIM1:Q9NZV1:OID20701:v1,0.0222898446163492,0.0199949019117373,0.0422847465280866,0.1228,0.165084746528086,0.135020618713292,0.121119015125576,1.0,0.8109823053069095,0.35,0.8109823053069095,0.0,1.0
ITGB1:P05556:OID20376:v1,0.0,0.0398497301842088,0.0398497301842088,0.125,0.164849730184208,0.0,0.241733669443555,1.0,0.5025,0.5025,0.5025,0.0,1.0
SERPINA7:P05543:OID30724:v1,0.0943991187655955,0.0080936000827641,0.102492718848359,0.0623,0.164792718848359,0.572835495556454,0.0491138209219774,1.0,1.0,0.5025,1.0,1.0,0.0
OSM:P13725:OID20574:v1,0.00176152814919079,0.0467748233291399,0.0485363514783307,0.116,0.16453635147833,0.0107060119746412,0.284282609337548,1.0,0.7534075361130964,0.35,0.7534075361130964,1.0,0.0
PLXNB3:Q9ULL4:OID20160:v1,0.0109783913105764,0.0123032916355407,0.0232816829461171,0.1412,0.164481682946117,0.0667453731864654,0.0748003754288626,1.0,0.7939815474352473,1.0,1.0,0.0,1.0
LGALS1:P09382:OID20154:v1,0.063658858150576,0.00161456513106894,0.0652734232816449,0.0989,0.164173423281644,0.387753735520073,0.00983450974460772,1.0,0.5025,0.5025,0.5025,1.0,0.0
DXO:O77932:OID31080:v1,0.0837227052950306,0.00328138016692572,0.0870040854619563,0.0771,0.164104085461956,0.510180505618428,0.0199957250161601,1.0,0.5025,0.9104255982447058,0.9104255982447058,0.0,0.0
PTPRC:P08575:OID30380:v1,0.0333129438754919,0.0610769719807435,0.0943899158562355,0.0697,0.164089915856235,0.203016399281224,0.372216486686817,1.0,0.8275775914688014,1.0,1.0,0.0,1.0
IFNLR1:Q8IU57:OID20506:v1,0.0831056975862706,0.00467690185254848,0.0877825994388191,0.0761,0.163882599438819,0.507105073210019,0.028538123440582,1.0,0.5525,0.35,0.5525,0.0,1.0
FXYD5:Q96DB9:OID20463:v1,0.0595993190971066,0.00445157437132559,0.0640508934684322,0.0998,0.163850893468432,0.363741190758835,0.0271684473431525,1.0,0.5025,0.35,0.5025,0.0,1.0
CD93:Q9NPY3:OID20397:v1,0.0,0.0102010423742292,0.0102010423742292,0.1535,0.163701042374229,0.0,0.0623150728075944,1.0,0.8059758962269461,0.865,0.865,0.0,1.0
AGRP:O00253:OID20658:v1,0.00759769486701264,0.0372614838210215,0.0448591786880342,0.1188,0.163659178688034,0.0464238848558277,0.227677323812366,1.0,0.7071226950319174,0.35,0.7071226950319174,1.0,0.0
CD46:P15529:OID20380:v1,0.00742336342356976,0.0152514085020732,0.022674771925643,0.1404,0.163074771925643,0.0455212252386566,0.0935240216618388,1.0,0.5025,0.5525,0.5525,0.0,1.0
F11R:Q9Y624:OID21151:v1,0.00157142809287813,0.0169828042522389,0.018554232345117,0.1441,0.162654232345117,0.00966115710745171,0.104410466345598,1.0,0.5025,0.5025,0.5025,0.0,1.0
SPP1:P10451:OID20322:v1,0.0195537780023206,0.0171684061408185,0.0367221841431392,0.1259,0.162622184143139,0.120240532405526,0.105572349991972,1.0,0.865,0.9325,0.9325,1.0,0.0
PF4:P02776:OID30764:v1,0.00437419106264694,0.0424259516963025,0.0468001427589495,0.1158,0.162600142758949,0.0269015204318213,0.26092198307106,1.0,0.6800732973134807,0.35,0.6800732973134807,1.0,0.0
TNFRSF14:Q92956:OID20783:v1,0.00906298233874897,0.00913825778265595,0.0182012401214049,0.1432,0.161401240121404,0.0561518754870275,0.0566182625101406,1.0,0.5525,0.35,0.5525,0.0,1.0
QDPR:P09417:OID20174:v1,0.0790318443887215,0.00159175182065,0.0806235962093715,0.0806,0.161223596209371,0.490200232762997,0.0098729457602651,1.0,0.71127240961971,0.865,0.865,0.0,0.0
ROBO2:Q9HCK4:OID21007:v1,0.0143036169808017,0.0109493962506263,0.0252530132314281,0.1358,0.161053013231428,0.0888130975869909,0.0679862861981504,1.0,0.755,0.9325,0.9325,0.0,1.0
TMEM25:Q86YD3:OID31015:v1,0.115227118122053,0.00250165311524716,0.117728771237301,0.0431,0.160828771237301,0.716458362739323,0.0155547611040067,1.0,0.5025,0.35,0.5025,0.0,1.0
CCL19:Q99731:OID21030:v1,0.00251910278148274,0.0689356959958459,0.0714547987773286,0.0891,0.160554798777328,0.015689987472604,0.429359299882726,1.0,0.8498142620869351,1.0,1.0,1.0,0.0
CLC:Q05315:OID20126:v1,0.00622585822688655,0.0381304097284425,0.0443562679553291,0.1155,0.159856267955329,0.038946600633929,0.238529337736684,1.0,0.813833444228494,1.0,1.0,0.0,0.0
SNX15:Q9NRS6:OID30644:v1,0.115628450624079,0.0039274794020199,0.119555930026099,0.0403,0.159855930026099,0.72332912895506,0.0245688689895874,1.0,0.5025,0.5525,0.5525,0.0,0.0
CDON:Q4KMG0:OID20754:v1,0.029201178549542,0.00787054555389474,0.0370717241034368,0.1226,0.159671724103436,0.182882590599605,0.049292043397716,1.0,0.755,0.35,0.755,0.0,1.0
SMAD3:P84022:OID31418:v1,0.0480157280443005,0.0169153081515352,0.0649310361958358,0.0947,0.159631036195835,0.30079193362746,0.105965033834545,1.0,0.5025,0.865,0.865,0.0,0.0
IL17D:Q8TAD2:OID20481:v1,0.0854093466427894,0.00549956846611171,0.0909089151089011,0.0686,0.159508915108901,0.535451868533355,0.0344781259552609,1.0,0.6751057543955694,1.0,1.0,1.0,0.0
B2M:P61769:OID30725:v1,0.0,0.0468376909338406,0.0468376909338406,0.1126,0.15943769093384,0.0,0.293767995882957,1.0,0.5025,0.5025,0.5025,1.0,0.0
MAMDC4:Q6UXC1:OID31342:v1,0.0559384381132957,0.030557078695741,0.0864955168090368,0.0729,0.159395516809036,0.350941100685489,0.191706010981161,1.0,0.7653288150616121,0.35,0.7653288150616121,0.0,1.0
COL18A1:P39060:OID20332:v1,0.0412997702741452,0.00726328095216871,0.0485630512263139,0.1106,0.159163051226313,0.259480890545514,0.0456342153295431,1.0,0.847574799189359,1.0,1.0,1.0,0.0
CXCL17:Q6UXB2:OID20622:v1,0.0038368789873939,0.00929635486572963,0.0131332338531235,0.146,0.159133233853123,0.0241111105109273,0.0584186887970237,1.0,0.6732116025879653,0.865,0.865,1.0,0.0
ITIH4:Q14624:OID30762:v1,0.0576788871965501,0.0155071631205723,0.0731860503171225,0.0859,0.159086050317122,0.362564078255591,0.097476573776647,1.0,0.923843611410278,0.5025,0.923843611410278,1.0,0.0
IGSF8:Q969P0:OID20167:v1,0.00878644885453241,0.0115501925954178,0.0203366414499502,0.1387,0.15903664144995,0.0552479527637507,0.0726259841135588,1.0,0.8109823053069095,1.0,1.0,0.0,1.0
ITPR1:Q14643:OID30216:v1,0.00759232328846278,0.0323959504299765,0.0399882737184393,0.119,0.158988273718439,0.0477539827994386,0.203763143484079,1.0,0.5025,0.865,0.865,0.0,1.0
GP5:P40197:OID30611:v1,0.0083081543727421,0.0143555417441524,0.0226636961168945,0.1363,0.158963696116894,0.0522644765798139,0.090307045538222,1.0,0.865,0.9325,0.9325,0.0,1.0
EFNA4:P52798:OID20935:v1,0.011407108759748,0.00885303888434556,0.0202601476440936,0.1386,0.158860147644093,0.0718059811029779,0.0557285072161691,1.0,0.7636528552029054,0.35,0.7636528552029054,1.0,1.0
LRTM2:Q8N967:OID31020:v1,0.0125096541607491,0.015907604631341,0.0284172587920901,0.1303,0.15871725879209,0.0788172266579779,0.100226054509793,1.0,0.8318507972688542,1.0,1.0,0.0,1.0
LACRT:Q9GZZ8:OID31367:v1,0.00243570768365494,0.0335449589380603,0.0359806666217152,0.1222,0.158180666621715,0.0153982641221247,0.212067376212809,1.0,0.86486430675019,1.0,1.0,1.0,0.0
MDK:P21741:OID21489:v1,0.0174910345303439,0.0258429105866367,0.0433339451169806,0.1147,0.15803394511698,0.110678971643697,0.163527592553025,1.0,0.8488453204455464,0.35,0.8488453204455464,1.0,0.0
VSIG2:Q96IQ7:OID31371:v1,0.0310185843495867,0.0301788318153868,0.0611974161649736,0.0967,0.157897416164973,0.196447700684209,0.191129358214801,1.0,0.7703431329657862,1.0,1.0,0.0,1.0
ITGB5:P18084:OID21522:v1,0.0113434928494881,0.0407522646868161,0.0520957575363043,0.1057,0.157795757536304,0.0718871852234578,0.258259571252669,1.0,0.82926559764299,0.865,0.865,0.0,1.0
REG4:Q9BYZ8:OID20784:v1,0.0328906923530934,0.00133766226669587,0.0342283546197892,0.1235,0.157728354619789,0.20852745489153,0.00848079769753743,1.0,0.7722432718442303,1.0,1.0,1.0,0.0
DTX3:Q8N9I9:OID21349:v1,0.00616445772028143,0.0378586323119519,0.0440230900322334,0.1137,0.157723090032233,0.0390840536982988,0.240032276214059,1.0,0.5025,1.0,1.0,0.0,0.0
FGF21:Q9NSA1:OID21402:v1,0.00929846668306502,0.0217017202561677,0.0310001869392327,0.1263,0.157300186939232,0.059112877511437,0.137963728323803,1.0,1.0,0.35,1.0,1.0,0.0
PROS1:P07225:OID30737:v1,0.0179583360149267,0.0308233771588799,0.0487817131738067,0.1077,0.156481713173806,0.114763160823655,0.196977503209234,1.0,0.8266245033031079,0.5025,0.8266245033031079,1.0,0.0
ZFYVE19:Q96K21:OID31452:v1,0.0717570318159975,0.00696048994425835,0.0787175217602559,0.0776,0.156317521760255,0.459046631548133,0.0445278933921025,1.0,0.5025,0.865,0.865,0.0,0.0
CCL26:Q9Y258:OID20546:v1,0.0366782268161586,0.0311351561854762,0.0678133830016348,0.0885,0.156313383001634,0.234645467405532,0.199184200275101,1.0,0.6158896403036674,0.35,0.6158896403036674,1.0,0.0
BCAT1:P54687:OID30312:v1,0.111629998022404,0.00758432712944157,0.119214325151846,0.0369,0.156114325151846,0.715052881366438,0.0485818781976899,1.0,0.7814254340428594,1.0,1.0,0.0,0.0
CANT1:Q8WVQ1:OID20181:v1,0.015879045361614,0.0161942036878123,0.0320732490494264,0.1239,0.155973249049426,0.101806210093002,0.10382680226582,1.0,0.5025,0.865,0.865,0.0,1.0
MMP7:P09237:OID20087:v1,0.069379993898927,0.0142839519439864,0.0836639458429135,0.0722,0.155863945842913,0.445131768759731,0.0916437208537144,1.0,0.8437295862351869,1.0,1.0,1.0,0.0
PLXDC1:Q8IUK5:OID21258:v1,0.10556528857464,0.0169405883782297,0.122505876952869,0.0332,0.155705876952869,0.677978831888236,0.108798644661032,1.0,0.7757714845668837,0.9325,0.9325,0.0,1.0
MUC13:Q9H3R2:OID20866:v1,0.0430908641747239,0.0249720152585914,0.0680628794333153,0.0874,0.155462879433315,0.27717783390991,0.160630083204544,1.0,0.8160526775437583,1.0,1.0,1.0,1.0
SUSD4:Q5VX71:OID31398:v1,0.086897412942804,0.00399436182689816,0.0908917747697021,0.0645,0.155391774769702,0.55921501039286,0.0257051046158523,1.0,0.7773665239809878,0.35,0.7773665239809878,0.0,1.0
RIDA:P52758:OID30635:v1,0.0542984328611312,0.00359126215480753,0.0578896950159388,0.0975,0.155389695015938,0.349433936758558,0.0231113276491029,1.0,0.7402000073848722,0.9325,0.9325,0.0,0.0
EGF:P01133:OID20698:v1,0.0100291749994043,0.0287185768461826,0.0387477518455869,0.1166,0.155347751845586,0.0645595116778589,0.184866382068589,1.0,0.6545560259036266,1.0,1.0,0.0,1.0
ACE:P12821:OID30696:v1,0.113337755780924,0.0292041841638599,0.142541939944784,0.0127,0.155241939944784,0.730071756519119,0.188120453623854,1.0,0.8249204829705014,0.865,0.865,1.0,1.0
CLEC1B:Q9P126:OID21061:v1,0.0136053191858546,0.0227465859468526,0.0363519051327073,0.1184,0.154751905132707,0.0879169737793369,0.146987437261895,1.0,0.7666323987123148,0.9325,0.9325,0.0,1.0
MYBPC1:Q00872:OID30296:v1,0.0,0.0221272770899921,0.0221272770899921,0.1326,0.154727277089992,0.0,0.143008249780822,1.0,0.920307333091222,0.7720560259036267,0.920307333091222,0.0,0.0
GSTA3:Q16772:OID21242:v1,0.0555050685600747,0.00647114950539953,0.0619762180654742,0.0927,0.154676218065474,0.358846817269475,0.0418367450816537,1.0,0.6545560259036266,1.0,1.0,0.0,0.0
JAM2:P57087:OID21064:v1,0.00455441894602319,0.0259244818567125,0.0304789008027357,0.1239,0.154378900802735,0.0295015635060311,0.167927623023036,1.0,0.7838143167380469,0.865,0.865,0.0,1.0
IGFBP2:P18065:OID20325:v1,0.00354306893311982,0.00687027102300464,0.0104133399561244,0.1439,0.154313339956124,0.0229602245283992,0.044521562587901,1.0,0.865,0.9325,0.9325,1.0,0.0
CCL22:O00626:OID20765:v1,0.0313256528414246,0.0264197956466248,0.0577454484880494,0.0957,0.153445448488049,0.204148465465004,0.17217712162171,1.0,0.8150000000000001,0.35,0.8150000000000001,1.0,0.0
FBP1:P09467:OID20227:v1,0.0628309450897675,0.00958920099480339,0.0724201460845709,0.0809,0.15332014608457,0.409802277745745,0.0625436463484324,1.0,0.8592332135755149,0.9325,0.9325,0.0,0.0
PYY:P10082:OID30150:v1,0.0305158981178432,0.029261790601376,0.0597776887192193,0.0935,0.153277688719219,0.199088976176719,0.190907044892744,1.0,0.8674309758784807,0.35,0.8674309758784807,1.0,0.0
INSL5:Q9Y5Q6:OID31448:v1,0.019091436963218,0.0121261798487727,0.0312176168119907,0.122,0.15321761681199,0.12460340632138,0.0791435090891176,1.0,0.95,0.35,0.95,1.0,0.0
FABP4:P15090:OID20245:v1,0.00559841008700107,0.00234747643117283,0.0079458865181739,0.1452,0.153145886518173,0.0365560591556385,0.0153283675098531,1.0,0.7491323987123146,0.9325,0.9325,0.0,0.0
EFCAB2:Q5VUJ9:OID31313:v1,0.0848560866464217,0.00886914654319455,0.0937252331896163,0.0593,0.153025233189616,0.554523491830102,0.0579587193453555,1.0,0.5025,1.0,1.0,0.0,0.0
EPS8L2:Q9H6S3:OID21397:v1,0.0571473554788743,0.0045931037085426,0.0617404591874169,0.0912,0.152940459187416,0.373657538250519,0.0300319727882737,1.0,0.8161541946124659,0.5525,0.8161541946124659,0.0,0.0
FN1:P02751:OID30787:v1,0.0881940438386939,0.00361589417810001,0.0918099380167939,0.0611,0.152909938016793,0.576771169896149,0.0236472149880989,1.0,0.865,1.0,1.0,1.0,0.0
DNM1:Q05193:OID31458:v1,0.0490825642643632,0.00445951635107842,0.0535420806154416,0.0992,0.152742080615441,0.321342776441145,0.0291963834269492,1.0,0.7558245267498986,1.0,1.0,0.0,0.0
CETN3:O15182:OID31525:v1,0.0124657300207943,0.0253576012310896,0.037823331251884,0.1149,0.152723331251884,0.0816229577931014,0.166036197765145,1.0,0.804259741281188,0.865,0.865,0.0,0.0
HSPG2:P98160:OID20383:v1,0.0235741932252378,0.00453460627298162,0.0281087994982194,0.1246,0.152708799498219,0.154373508944471,0.0296944661203658,1.0,0.824431393048477,0.865,0.865,1.0,0.0
CCS:O14618:OID20973:v1,0.123389299953917,0.0,0.123389299953917,0.0292,0.152589299953917,0.808636647465985,0.0,1.0,0.5025,0.5025,0.5025,0.0,0.0
PLXDC2:Q6UX71:OID31101:v1,0.0113814603568443,0.0816614892797391,0.0930429496365834,0.0592,0.152242949636583,0.0747585381392885,0.53638930061899,1.0,0.5025,0.5025,0.5025,0.0,1.0
CXCL8:P10145:OID20631:v1,0.0055026876792109,0.0362738804763841,0.041776568155595,0.1104,0.152176568155595,0.0361598881214393,0.238367055559403,1.0,0.8077000073848724,0.35,0.8077000073848724,1.0,0.0
NTproBNP:NTproBNP:OID20125:v1,0.0456032212391593,0.00662887452372035,0.0522320957628797,0.0997,0.151932095762879,0.300155283254515,0.0436305080268624,1.0,1.0,0.35,1.0,1.0,0.0
SCLY:Q96I15:OID21425:v1,0.0311768419699943,0.0102132905532095,0.0413901325232039,0.1105,0.151890132523203,0.205259166293976,0.0672413038526336,1.0,0.7706820905620734,0.9325,0.9325,0.0,0.0
APOA1:P02647:OID30769:v1,0.00450214830360798,0.0462150962466694,0.0507172445502774,0.1008,0.151517244550277,0.029713768336871,0.305015421735273,1.0,0.7858828684844481,0.5025,0.7858828684844481,1.0,0.0
NTRK2:Q16620:OID20136:v1,0.00897832810996129,0.0176864799187841,0.0266648080287454,0.1248,0.151464808028745,0.0592766612047424,0.116769566138607,1.0,0.8229619633295074,1.0,1.0,0.0,1.0
ZBTB16:Q05516:OID21205:v1,0.0774850295149537,0.0147123767532721,0.0921974062682258,0.059,0.151197406268225,0.512475917592756,0.0973057482690687,1.0,0.5525,0.35,0.5525,0.0,0.0
JCHAIN:P01591:OID20494:v1,0.0,0.0475102344139105,0.0475102344139105,0.1035,0.15101023441391,0.0,0.314615990090364,1.0,0.865,0.865,0.865,1.0,0.0
REN:P00797:OID20201:v1,0.0135621474822158,0.00517865741005388,0.0187408048922697,0.1322,0.150940804892269,0.0898507695907379,0.0343091943477446,1.0,0.7746226950319174,1.0,1.0,1.0,0.0
CA13:Q8N1Q1:OID20225:v1,0.050739639466812,0.00132280960640362,0.0520624490732156,0.0986,0.150662449073215,0.336776945940621,0.00877995555323012,1.0,0.755,0.5525,0.755,0.0,0.0
DBI:P07108:OID21143:v1,0.0511983698528601,0.00233608537113612,0.0535344552239963,0.0971,0.150634455223996,0.339884854210328,0.0155083069651117,1.0,0.5025,0.5025,0.5025,0.0,0.0
VAT1:Q99536:OID21382:v1,0.00991261091730649,0.0306578557441403,0.0405704666614468,0.109,0.149570466661446,0.0662738516404024,0.204972655554619,1.0,0.5025,0.5025,0.5025,0.0,0.0
HYAL1:Q12794:OID20357:v1,0.040202607549056,0.0137349683326247,0.0539375758816808,0.0956,0.14953757588168,0.268846190076437,0.0918496120566534,1.0,0.8181618727000659,0.9325,0.9325,1.0,0.0
CFD:P00746:OID30738:v1,0.0414270467070671,0.00426172905991807,0.0456887757669852,0.1035,0.149188775766985,0.277682060825883,0.0285660166993687,1.0,0.865,0.9325,0.9325,1.0,0.0
FABP1:P07148:OID20778:v1,0.0261600245422548,0.00118556967286199,0.0273455942151168,0.1214,0.148745594215116,0.175870920280314,0.00797045236275987,1.0,0.7770197902927083,1.0,1.0,0.0,0.0
PIGR:P01833:OID21102:v1,0.0191632649510425,0.0165922633981203,0.0357555283491629,0.1129,0.148655528349162,0.128910543481651,0.111615515294852,1.0,0.865,0.865,0.865,1.0,1.0
RBP7:Q96R05:OID31526:v1,0.0499541576033223,0.0398399041461526,0.089794061749475,0.0587,0.148494061749475,0.336405085932663,0.268292911358076,1.0,0.8393924604055722,0.865,0.865,0.0,0.0
HJV:Q6ZVN8:OID31006:v1,0.011776325093816,0.0185065092771199,0.030282834370936,0.1182,0.148482834370936,0.0793110203190002,0.124637365359604,1.0,0.7129944783127043,1.0,1.0,0.0,1.0
APEX1:P27695:OID21434:v1,0.0834414090705212,0.0044789469869873,0.0879203560575085,0.0605,0.148420356057508,0.562196529418041,0.0301774440242674,1.0,0.5025,0.5025,0.5025,0.0,0.0
CXCL8:P10145:OID21430:v1,0.00596814846267663,0.0369584712347326,0.0429266196974092,0.1054,0.148326619697409,0.0402365298612739,0.249169510571528,1.0,0.8077000073848724,0.35,0.8077000073848724,1.0,0.0
RECK:O95980:OID30234:v1,0.0377111838818616,0.0149889611718409,0.0527001450537026,0.0955,0.148200145053702,0.25446118064322,0.101139989886038,1.0,0.5025,0.9325,0.9325,0.0,1.0
NAGK:Q9UJ70:OID30271:v1,0.0335910350065438,0.0013496579074024,0.0349406929139462,0.1129,0.147840692913946,0.227211022516623,0.00912913678095383,1.0,0.5025,0.5025,0.5025,0.0,0.0
ANGPTL4:Q9BY76:OID20703:v1,0.0606997711064662,0.0,0.0606997711064662,0.0871,0.147799771106466,0.410689209137825,0.0,1.0,0.8167421643261507,0.865,0.865,1.0,0.0
FUOM:A2VDF0:OID30626:v1,0.0259875911940132,0.014258099014324,0.0402456902083373,0.1075,0.147745690208337,0.175894072831281,0.0965043311532035,1.0,0.7438324737447009,0.9325,0.9325,0.0,0.0
PDCD5:O14737:OID21021:v1,0.086878218622908,0.0036768813201996,0.0905550999431076,0.0571,0.147655099943107,0.588386169230745,0.0249018240590154,1.0,0.5025,0.865,0.865,0.0,0.0
SHISA5:Q8N114:OID30387:v1,0.0177723319823568,0.00375279517263096,0.0215251271549878,0.1255,0.147025127154987,0.120879555258755,0.0255248558205627,1.0,0.5025,0.35,0.5025,0.0,1.0
OCLN:Q16625:OID31069:v1,0.0131803635344655,0.0,0.0131803635344655,0.1338,0.146980363534465,0.0896743157896386,0.0,1.0,0.7638439369315873,0.865,0.865,0.0,1.0
